model,score,threshold_source,id_percentile,threshold,accuracy,balanced_acc,f1,precision,recall_tpr,fpr,specificity,youden_j,tn,fp,fn,tp
LDA,Entropy,id_percentile,50,3.214101598968495e-82,0.7876178390137781,0.6855121608980356,0.8641030102662258,0.8572908274830245,0.8710243217960711,0.5,0.5,0.37102432179607114,1240,1240,1103,7449
LDA,Entropy,id_percentile,60,5.992014903441549e-62,0.7809100797679478,0.7166861552853134,0.8550176953991963,0.8778174652050745,0.8333723105706268,0.4,0.6,0.43337231057062675,1488,992,1425,7127
LDA,Entropy,id_percentile,70,8.162168435893648e-45,0.7567077592458303,0.7365762394761459,0.8312798591903445,0.8988580750407831,0.7731524789522919,0.3,0.7,0.4731524789522919,1736,744,1940,6612
LDA,Entropy,id_percentile,80,2.715391829962203e-27,0.6875453226976069,0.7274672591206736,0.7646938357567069,0.9186485156634411,0.6549345182413471,0.2,0.8,0.45493451824134706,1984,496,2951,5601
LDA,Entropy,id_percentile,85,1.1674925313927113e-19,0.6296229151559101,0.7078578110383535,0.7030954803080948,0.928598848368522,0.5657156220767072,0.15,0.85,0.4157156220767072,2108,372,3714,4838
LDA,Entropy,id_percentile,90,2.423710733585324e-11,0.515319071791153,0.6518826005612722,0.563617073369787,0.9329910834909484,0.40376520112254444,0.1,0.9,0.30376520112254446,2232,248,5099,3453
LDA,Entropy,id_percentile,92.5,6.815195425923387e-08,0.4501450326323423,0.6187207670720299,0.46836108676599475,0.9349195241427571,0.3124415341440599,0.075,0.925,0.23744153414405988,2294,186,5880,2672
LDA,Entropy,id_percentile,95,5.384268533782779e-05,0.38188905003625817,0.5835710944808232,0.35260609512959273,0.9374053508329127,0.2171421889616464,0.05,0.95,0.1671421889616464,2356,124,6695,1857
LDA,Entropy,id_percentile,97.5,0.012217274928422572,0.31435823060188545,0.5488891487371375,0.21730132450331127,0.9442446043165468,0.12277829747427502,0.025,0.975,0.09777829747427502,2418,62,7502,1050
LDA,Entropy,id_percentile,99,0.22258459495264804,0.26432197244379985,0.5219124370077551,0.10201371984952423,0.948559670781893,0.05390551917680075,0.010080645161290322,0.9899193548387096,0.043824874015510426,2455,25,8091,461
LDA,Margin,id_percentile,50,0.0,0.7751994198694706,0.5,0.8733660130718954,0.7751994198694706,1.0,1.0,0.0,0.0,0,2480,0,8552
LDA,Margin,id_percentile,60,0.0,0.7751994198694706,0.5,0.8733660130718954,0.7751994198694706,1.0,1.0,0.0,0.0,0,2480,0,8552
LDA,Margin,id_percentile,70,0.0,0.7751994198694706,0.5,0.8733660130718954,0.7751994198694706,1.0,1.0,0.0,0.0,0,2480,0,8552
LDA,Margin,id_percentile,80,0.0,0.7751994198694706,0.5,0.8733660130718954,0.7751994198694706,1.0,1.0,0.0,0.0,0,2480,0,8552
LDA,Margin,id_percentile,85,0.0,0.7751994198694706,0.5,0.8733660130718954,0.7751994198694706,1.0,1.0,0.0,0.0,0,2480,0,8552
LDA,Margin,id_percentile,90,1.6818102466231707e-12,0.5152284263959391,0.6518241347053321,0.5634998367613451,0.932972972972973,0.4036482694106642,0.1,0.9,0.30364826941066414,2232,248,5100,3452
LDA,Margin,id_percentile,92.5,6.641493471848553e-09,0.44960116026105873,0.6183699719363892,0.46755524377411434,0.9347826086956522,0.3117399438727783,0.075,0.925,0.2367399438727783,2294,186,5886,2666
LDA,Margin,id_percentile,95,8.024116564851956e-06,0.38179840464104425,0.5835126286248831,0.35244967717432585,0.9373737373737374,0.21702525724976612,0.05,0.95,0.16702525724976613,2356,124,6696,1856
LDA,Margin,id_percentile,97.5,0.0032991286788981787,0.31372371283538797,0.5484798877455566,0.21600911256083669,0.9438914027149321,0.12195977549111318,0.025,0.975,0.09695977549111318,2418,62,7509,1043
LDA,Margin,id_percentile,99,0.11131900614051768,0.26468455402465557,0.5221463004315157,0.1028533510285335,0.9489795918367347,0.054373246024321795,0.010080645161290322,0.9899193548387096,0.044292600863031474,2455,25,8087,465
LDA,MaxLogit,id_percentile,50,-302.4322193591129,0.8365663524292966,0.7170837231057063,0.8985996288172768,0.8656409145086141,0.9341674462114126,0.5,0.5,0.43416744621141257,1240,1240,563,7989
LDA,MaxLogit,id_percentile,60,-263.3394546410286,0.8395576504713561,0.7545135640785781,0.8977942025638065,0.8868355007985398,0.9090271281571563,0.4,0.6,0.5090271281571562,1488,992,778,7774
LDA,MaxLogit,id_percentile,70,-233.52208224784178,0.8449963741841915,0.7935219831618334,0.8987086838052364,0.9106842737094838,0.887043966323667,0.3,0.7,0.5870439663236671,1736,744,966,7586
LDA,MaxLogit,id_percentile,80,-202.1477157043047,0.8447244379985497,0.8288470533208606,0.8954403955319539,0.9366619844208913,0.8576941066417212,0.2,0.8,0.6576941066417212,1984,496,1217,7335
LDA,MaxLogit,id_percentile,85,-186.5128753251368,0.8406453952139231,0.8439663236669785,0.8907395898073337,0.950650039798355,0.837932647333957,0.15,0.85,0.687932647333957,2108,372,1386,7166
LDA,MaxLogit,id_percentile,90,-153.63559428434672,0.8181653372008701,0.8472170252572497,0.8713607797870976,0.9647827321783584,0.7944340505144996,0.1,0.9,0.6944340505144996,2232,248,1758,6794
LDA,MaxLogit,id_percentile,92.5,-133.0562808550045,0.8038433647570703,0.846854536950421,0.8586729362591432,0.9724852071005917,0.7687090739008419,0.075,0.925,0.6937090739008419,2294,186,1978,6574
LDA,MaxLogit,id_percentile,95,-103.7730228391304,0.7759245830311821,0.8377221702525725,0.8338709677419355,0.9804045512010113,0.725444340505145,0.05,0.95,0.6754443405051449,2356,124,2348,6204
LDA,MaxLogit,id_percentile,97.5,-61.146395574799016,0.7315083393763597,0.8179490177736202,0.7923734753960465,0.9891494574728736,0.6608980355472404,0.025,0.975,0.6358980355472403,2418,62,2900,5652
LDA,MaxLogit,id_percentile,99,-2.882926126237952,0.669869470630892,0.7834886764839011,0.7304618117229129,0.9949596774193549,0.5770579981290926,0.010080645161290322,0.9899193548387096,0.5669773529678023,2455,25,3617,4935
LDA,Energy,id_percentile,50,-302.4322193591129,0.8365663524292966,0.7170837231057063,0.8985996288172768,0.8656409145086141,0.9341674462114126,0.5,0.5,0.43416744621141257,1240,1240,563,7989
LDA,Energy,id_percentile,60,-263.3394546410286,0.8395576504713561,0.7545135640785781,0.8977942025638065,0.8868355007985398,0.9090271281571563,0.4,0.6,0.5090271281571562,1488,992,778,7774
LDA,Energy,id_percentile,70,-233.52208224784178,0.8449963741841915,0.7935219831618334,0.8987086838052364,0.9106842737094838,0.887043966323667,0.3,0.7,0.5870439663236671,1736,744,966,7586
LDA,Energy,id_percentile,80,-202.1477157043047,0.8447244379985497,0.8288470533208606,0.8954403955319539,0.9366619844208913,0.8576941066417212,0.2,0.8,0.6576941066417212,1984,496,1217,7335
LDA,Energy,id_percentile,85,-186.51287532513686,0.8406453952139231,0.8439663236669785,0.8907395898073337,0.950650039798355,0.837932647333957,0.15,0.85,0.687932647333957,2108,372,1386,7166
LDA,Energy,id_percentile,90,-153.63559428434672,0.8181653372008701,0.8472170252572497,0.8713607797870976,0.9647827321783584,0.7944340505144996,0.1,0.9,0.6944340505144996,2232,248,1758,6794
LDA,Energy,id_percentile,92.5,-133.0562808550045,0.8038433647570703,0.846854536950421,0.8586729362591432,0.9724852071005917,0.7687090739008419,0.075,0.925,0.6937090739008419,2294,186,1978,6574
LDA,Energy,id_percentile,95,-103.77302283915498,0.7759245830311821,0.8377221702525725,0.8338709677419355,0.9804045512010113,0.725444340505145,0.05,0.95,0.6754443405051449,2356,124,2348,6204
LDA,Energy,id_percentile,97.5,-61.146395574799016,0.7315083393763597,0.8179490177736202,0.7923734753960465,0.9891494574728736,0.6608980355472404,0.025,0.975,0.6358980355472403,2418,62,2900,5652
LDA,Energy,id_percentile,99,-2.882926126237968,0.669869470630892,0.7834886764839011,0.7304618117229129,0.9949596774193549,0.5770579981290926,0.010080645161290322,0.9899193548387096,0.5669773529678023,2455,25,3617,4935
QDA,MSP,id_percentile,50,0.0,0.7751994198694706,0.5,0.8733660130718954,0.7751994198694706,1.0,1.0,0.0,0.0,0,2480,0,8552
QDA,MSP,id_percentile,60,0.0,0.7751994198694706,0.5,0.8733660130718954,0.7751994198694706,1.0,1.0,0.0,0.0,0,2480,0,8552
QDA,MSP,id_percentile,70,0.0,0.7751994198694706,0.5,0.8733660130718954,0.7751994198694706,1.0,1.0,0.0,0.0,0,2480,0,8552
QDA,MSP,id_percentile,80,0.0,0.7751994198694706,0.5,0.8733660130718954,0.7751994198694706,1.0,1.0,0.0,0.0,0,2480,0,8552
QDA,MSP,id_percentile,85,1.9984014443252818e-15,0.3154459753444525,0.5050720073025741,0.2666537191687706,0.786368843069874,0.16054724041159962,0.1504032258064516,0.8495967741935484,0.010144014605148022,2107,373,7179,1373
QDA,MSP,id_percentile,90,2.0105225484456807e-09,0.2823604060913706,0.5016253507951356,0.18238149333884127,0.7807250221043325,0.10325070159027128,0.1,0.9,0.003250701590271271,2232,248,7669,883
QDA,MSP,id_percentile,92.5,7.098299129038346e-08,0.2751087744742567,0.5058231992516371,0.15634560607659037,0.7993527508090615,0.08664639850327409,0.075,0.925,0.011646398503274091,2294,186,7811,741
QDA,MSP,id_percentile,95,1.2871522191737413e-05,0.26078680203045684,0.5054607109448082,0.1132978145047298,0.8077519379844961,0.06092142188961647,0.05,0.95,0.010921421889616464,2356,124,8031,521
QDA,MSP,id_percentile,97.5,0.005316716317666198,0.2422044960116026,0.5023503274087933,0.05728461885430762,0.8037974683544303,0.02970065481758653,0.025,0.975,0.004700654817586528,2418,62,8298,254
QDA,MSP,id_percentile,99,0.1472322965183851,0.23123640319071792,0.5005723995896074,0.022137668626772744,0.7933884297520661,0.011225444340505144,0.010080645161290322,0.9899193548387096,0.001144799179214822,2455,25,8456,96
QDA,Entropy,id_percentile,50,2.3799360728381036e-77,0.5913705583756346,0.558933582787652,0.7009816927566994,0.8099325567136726,0.617867165575304,0.5,0.5,0.11786716557530397,1240,1240,3268,5284
QDA,Entropy,id_percentile,60,9.334139456538991e-51,0.4985496736765772,0.5345650140318055,0.591915019179699,0.8017585931254996,0.46913002806361087,0.4,0.6,0.06913002806361085,1488,992,4540,4012
QDA,Entropy,id_percentile,70,1.1463960472602065e-33,0.42530819434372735,0.5228250701590271,0.4825334639242573,0.798918918918919,0.34565014031805424,0.3,0.7,0.045650140318054255,1736,744,5596,2956
QDA,Entropy,id_percentile,80,5.560992501981134e-20,0.3525199419869471,0.5113774555659495,0.3478499041358532,0.7934194085797585,0.22275491113189896,0.2,0.8,0.022754911131898953,1984,496,6647,1905
QDA,Entropy,id_percentile,85,6.639854566435234e-14,0.31553662073966643,0.5052736202057998,0.26667961542196755,0.7868194842406877,0.16054724041159962,0.15,0.85,0.010547240411599629,2108,372,7179,1373
QDA,Entropy,id_percentile,90,4.227060525283365e-08,0.2823604060913706,0.5016253507951356,0.18238149333884127,0.7807250221043325,0.10325070159027128,0.1,0.9,0.003250701590271271,2232,248,7669,883
QDA,Entropy,id_percentile,92.5,1.2393595806393058e-06,0.2751087744742567,0.5058231992516371,0.15634560607659037,0.7993527508090615,0.08664639850327409,0.075,0.925,0.011646398503274091,2294,186,7811,741
QDA,Entropy,id_percentile,95,0.00015781100613466764,0.26078680203045684,0.5054607109448082,0.1132978145047298,0.8077519379844961,0.06092142188961647,0.05,0.95,0.010921421889616464,2356,124,8031,521
QDA,Entropy,id_percentile,97.5,0.03314565757307989,0.2422044960116026,0.5023503274087933,0.05728461885430762,0.8037974683544303,0.02970065481758653,0.025,0.975,0.004700654817586528,2418,62,8298,254
QDA,Entropy,id_percentile,99,0.41853838996116804,0.23123640319071792,0.5005723995896074,0.022137668626772744,0.7933884297520661,0.011225444340505144,0.010080645161290322,0.9899193548387096,0.001144799179214822,2455,25,8456,96
QDA,Margin,id_percentile,50,0.0,0.7751994198694706,0.5,0.8733660130718954,0.7751994198694706,1.0,1.0,0.0,0.0,0,2480,0,8552
QDA,Margin,id_percentile,60,0.0,0.7751994198694706,0.5,0.8733660130718954,0.7751994198694706,1.0,1.0,0.0,0.0,0,2480,0,8552
QDA,Margin,id_percentile,70,0.0,0.7751994198694706,0.5,0.8733660130718954,0.7751994198694706,1.0,1.0,0.0,0.0,0,2480,0,8552
QDA,Margin,id_percentile,80,0.0,0.7751994198694706,0.5,0.8733660130718954,0.7751994198694706,1.0,1.0,0.0,0.0,0,2480,0,8552
QDA,Margin,id_percentile,85,3.902433931557435e-15,0.31553662073966643,0.5052736202057998,0.26667961542196755,0.7868194842406877,0.16054724041159962,0.15,0.85,0.010547240411599629,2108,372,7179,1373
QDA,Margin,id_percentile,90,4.019416588452152e-09,0.2823604060913706,0.5016253507951356,0.18238149333884127,0.7807250221043325,0.10325070159027128,0.1,0.9,0.003250701590271271,2232,248,7669,883
QDA,Margin,id_percentile,92.5,1.4196598248639798e-07,0.2751087744742567,0.5058231992516371,0.15634560607659037,0.7993527508090615,0.08664639850327409,0.075,0.925,0.011646398503274091,2294,186,7811,741
QDA,Margin,id_percentile,95,2.5743044383369356e-05,0.26078680203045684,0.5054607109448082,0.1132978145047298,0.8077519379844961,0.06092142188961647,0.05,0.95,0.010921421889616464,2356,124,8031,521
QDA,Margin,id_percentile,97.5,0.010633432635332288,0.2422044960116026,0.5023503274087933,0.05728461885430762,0.8037974683544303,0.02970065481758653,0.025,0.975,0.004700654817586528,2418,62,8298,254
QDA,Margin,id_percentile,99,0.26352065466645275,0.2315989847715736,0.500806263013368,0.02304944105105451,0.8,0.011693171188026192,0.010080645161290322,0.9899193548387096,0.00161252602673587,2455,25,8452,100
QDA,MaxLogit,id_percentile,50,-85.73332273589727,0.8790790427846266,0.7445042095416277,0.9269041095890411,0.8721385852753145,0.9890084190832554,0.5,0.5,0.48900841908325543,1240,1240,94,8458
QDA,MaxLogit,id_percentile,60,-79.10839479512292,0.8943074691805656,0.7898269410664172,0.9349402968418703,0.8941302027748133,0.9796538821328344,0.4,0.6,0.5796538821328344,1488,992,174,8378
QDA,MaxLogit,id_percentile,70,-66.75793198847809,0.9003807106598984,0.8292446211412534,0.9371748699479792,0.9167878313387764,0.958489242282507,0.3,0.7,0.658489242282507,1736,744,355,8197
QDA,MaxLogit,id_percentile,80,-43.39284810182807,0.8934916606236403,0.8603016838166511,0.9305596595945866,0.9407336599354762,0.9206033676333022,0.2,0.8,0.7206033676333021,1984,496,679,7873
QDA,MaxLogit,id_percentile,85,-21.91816200466208,0.8798042059463379,0.8692235734331151,0.9197433724730663,0.9533249686323714,0.8884471468662302,0.15,0.85,0.7384471468662301,2108,372,954,7598
QDA,MaxLogit,id_percentile,90,8.028346700826868,0.8651196519216824,0.8775023386342375,0.9076464746772592,0.9671957671957672,0.8550046772684752,0.1,0.9,0.7550046772684752,2232,248,1240,7312
QDA,MaxLogit,id_percentile,92.5,38.657087998446165,0.8524292965917332,0.8781922357343313,0.8972741039878849,0.9745065789473685,0.8313844714686623,0.075,0.925,0.7563844714686624,2294,186,1442,7110
QDA,MaxLogit,id_percentile,95,85.74494814014591,0.8369289340101523,0.8770696913002807,0.8843309972352601,0.9822882445364948,0.8041393826005613,0.05,0.95,0.7541393826005612,2356,124,1675,6877
QDA,MaxLogit,id_percentile,97.5,238.97291077107815,0.7937817258883249,0.8581150608044902,0.8478566174011904,0.9903140134354007,0.7412301216089804,0.025,0.975,0.7162301216089804,2418,62,2213,6339
QDA,MaxLogit,id_percentile,99,409.0522365029973,0.7528100072516316,0.8369849346691209,0.810979413599501,0.9957446808510638,0.6840505144995322,0.010080645161290322,0.9899193548387096,0.6739698693382419,2455,25,2702,5850
QDA,Energy,id_percentile,50,-85.73332273589727,0.8790790427846266,0.7445042095416277,0.9269041095890411,0.8721385852753145,0.9890084190832554,0.5,0.5,0.48900841908325543,1240,1240,94,8458
QDA,Energy,id_percentile,60,-79.10839479512292,0.8942168237853517,0.789768475210477,0.9348808660231014,0.894118902764436,0.9795369504209541,0.4,0.6,0.5795369504209541,1488,992,175,8377
QDA,Energy,id_percentile,70,-66.75793198847809,0.9003807106598984,0.8292446211412534,0.9371748699479792,0.9167878313387764,0.958489242282507,0.3,0.7,0.658489242282507,1736,744,355,8197
QDA,Energy,id_percentile,80,-43.39284810182807,0.8934916606236403,0.8603016838166511,0.9305596595945866,0.9407336599354762,0.9206033676333022,0.2,0.8,0.7206033676333021,1984,496,679,7873
QDA,Energy,id_percentile,85,-21.91816200466208,0.8798042059463379,0.8692235734331151,0.9197433724730663,0.9533249686323714,0.8884471468662302,0.15,0.85,0.7384471468662301,2108,372,954,7598
QDA,Energy,id_percentile,90,8.028346700826868,0.8651196519216824,0.8775023386342375,0.9076464746772592,0.9671957671957672,0.8550046772684752,0.1,0.9,0.7550046772684752,2232,248,1240,7312
QDA,Energy,id_percentile,92.5,38.65708799844616,0.8524292965917332,0.8781922357343313,0.8972741039878849,0.9745065789473685,0.8313844714686623,0.075,0.925,0.7563844714686624,2294,186,1442,7110
QDA,Energy,id_percentile,95,85.74494814014591,0.8369289340101523,0.8770696913002807,0.8843309972352601,0.9822882445364948,0.8041393826005613,0.05,0.95,0.7541393826005612,2356,124,1675,6877
QDA,Energy,id_percentile,97.5,238.97189204007373,0.7937817258883249,0.8581150608044902,0.8478566174011904,0.9903140134354007,0.7412301216089804,0.025,0.975,0.7162301216089804,2418,62,2213,6339
QDA,Energy,id_percentile,99,409.0522365029973,0.7528100072516316,0.8369849346691209,0.810979413599501,0.9957446808510638,0.6840505144995322,0.010080645161290322,0.9899193548387096,0.6739698693382419,2455,25,2702,5850
